PWGTP,RAC1P,POWSP,HISP,SEX,CIT,WAOB,COW,SOCP
26,1,48,1,1,1,1,7,151121
144,1,8,1,1,1,1,1,15113X
88,1,19,1,1,1,1,1,151121
71,1,47,1,1,1,1,1,151121
49,1,36,1,1,1,1,1,15113X
115,1,37,1,2,1,1,1,151121
109,1,4,1,1,1,1,1,151134
59,1,48,1,1,1,1,1,151150
146,6,34,1,1,1,1,1,151199
115,1,47,1,1,1,1,1,151142
86,1,42,1,2,1,1,1,151150
144,6,34,1,1,4,4,1,151142
327,1,22,1,1,1,1,5,151199
64,1,41,1,1,1,1,1,151199
148,1,42,1,1,1,1,1,151121
74,6,53,1,1,4,4,1,15113X
176,1,55,1,1,1,1,1,15113X
305,2,29,1,1,1,1,5,151121
91,1,42,1,1,1,1,1,151134
14,1,42,1,1,1,1,2,151199
201,6,13,1,1,5,4,1,151131
60,1,6,1,1,1,1,2,151134
70,1,41,1,1,1,1,1,15113X
123,1,33,1,1,1,1,2,151131
75,1,33,1,2,1,1,2,151131
71,1,36,1,1,1,1,6,151134
99,1,31,1,2,1,1,1,172061
101,1,35,1,1,1,1,4,151150
127,1,40,1,1,1,1,1,151121
16,1,42,1,1,1,1,1,15113X
244,1,17,1,1,1,1,1,151143
65,6,6,1,1,4,4,1,151141
52,8,35,24,1,1,1,1,151150
113,1,53,1,1,1,1,1,15113X
95,1,6,1,1,1,1,3,15113X
54,1,6,1,1,1,1,6,151150
55,1,36,1,2,4,5,1,151131
101,6,39,1,1,4,4,1,151121
143,1,6,2,2,1,1,1,151199
65,1,24,1,1,1,1,1,151122
99,1,36,1,1,1,1,1,151142
69,6,36,1,1,5,4,1,151199
86,1,51,1,1,4,5,5,15113X
59,1,8,1,2,1,1,1,151131
63,9,6,1,1,1,1,5,151150
148,1,25,1,1,1,1,1,151199
100,1,29,1,2,1,1,1,151134
109,1,48,2,1,1,1,5,151150
11,1,1,1,1,1,1,1,151150
65,1,13,1,1,1,1,1,151199
37,1,34,13,1,1,1,1,151142
97,6,53,1,2,4,4,1,15113X
204,1,53,1,1,1,1,7,172070
20,1,41,1,2,1,1,1,151150
159,1,6,1,1,1,1,5,151142
63,6,6,1,2,5,4,1,15113X
199,1,6,1,1,4,5,1,151131
87,1,55,1,1,1,1,3,151142
119,1,37,1,1,1,1,1,15113X
136,1,53,1,1,1,1,1,15113X
87,6,26,1,1,1,1,1,151199
164,1,48,1,1,1,1,1,151121
242,1,1,1,2,4,6,1,151131
88,1,6,1,1,1,1,1,151134
163,1,12,1,1,1,1,1,172061
153,1,36,2,1,4,3,1,151131
128,1,53,1,1,5,4,1,15113X
280,6,25,1,1,5,4,1,15113X
64,1,53,1,1,1,1,1,151150
540,2,48,1,2,1,1,1,151150
57,1,20,1,1,1,1,1,151121
98,1,22,1,2,1,1,2,151131
94,1,22,1,1,1,1,2,151131
68,1,36,1,2,1,1,1,151131
74,1,37,1,1,1,1,1,151199
17,1,37,1,2,1,1,1,151121
120,6,36,1,1,4,4,1,151131
53,1,51,1,1,1,1,1,151131
101,1,48,2,1,1,1,1,15113X
58,6,12,1,1,1,1,1,15113X
59,6,12,1,1,4,4,1,151134
89,1,6,3,2,1,1,1,15113X
71,1,4,1,1,1,1,3,15113X
58,1,36,3,1,1,1,1,151142
84,1,36,1,1,1,1,1,15113X
72,6,6,1,1,4,4,4,151150
60,1,32,1,1,1,1,1,151150
85,9,25,1,2,1,1,1,151121
14,1,41,1,1,1,1,1,151121
70,1,53,21,2,4,3,4,15113X
80,1,41,1,1,1,1,1,151121
87,1,12,24,1,1,1,1,151150
65,1,48,1,2,1,1,4,15113X
83,1,33,1,2,1,1,1,151131
149,1,34,1,1,4,5,1,172070
61,6,6,1,2,1,1,1,151121
114,1,13,1,2,1,1,1,151121
45,1,48,1,2,1,1,1,15113X
73,1,28,1,2,1,1,4,151121
34,1,45,1,2,1,1,3,151150
106,1,6,1,2,1,1,7,151134
41,1,19,1,1,1,1,1,151131
67,1,53,1,1,1,1,6,151150
164,2,37,1,1,1,1,1,151134
87,1,31,1,2,1,1,1,151142
73,1,34,1,1,1,1,1,151199
65,1,6,1,1,1,1,1,15113X
66,6,34,1,2,1,1,1,151142
265,1,12,1,2,1,1,1,151131
227,2,26,1,1,1,1,1,151199
185,1,6,1,2,5,5,1,172070
164,1,42,1,2,1,1,1,151121
58,1,25,1,1,1,1,1,151150
96,1,37,1,1,1,1,1,151121
122,1,37,1,1,1,1,1,151142
71,1,41,1,2,4,5,1,151142
202,1,19,1,2,1,1,1,151199
83,1,4,2,1,1,1,1,15113X
20,1,42,1,2,1,1,1,151131
53,1,39,1,1,1,1,1,172070
36,1,46,1,1,1,1,1,172070
93,1,42,1,1,1,1,1,172070
83,1,11,1,1,1,1,1,151150
60,2,11,1,1,1,1,1,151150
80,1,39,1,1,1,1,1,151121
101,6,51,1,1,5,4,1,151121
115,1,41,1,2,1,1,2,151150
104,1,37,1,2,1,1,1,151121
63,6,6,1,1,4,4,1,151150
82,1,17,1,1,1,1,1,151199
133,1,36,1,1,1,1,1,151199
336,1,36,1,1,1,1,1,15113X
178,1,25,1,2,1,1,1,15113X
94,1,25,1,1,1,1,1,15113X
152,1,40,1,1,1,1,1,151199
61,1,6,1,1,1,1,1,151121
99,1,37,1,1,1,1,4,151142
86,1,45,1,1,1,1,3,151199
44,1,18,1,1,1,1,5,172070
104,1,6,1,1,4,5,1,15113X
140,1,17,1,1,1,1,1,172070
125,1,34,1,1,1,1,1,151131
129,1,37,1,1,1,1,5,151121
130,1,51,1,1,1,1,1,151111
39,1,24,1,1,1,1,6,15113X
241,1,8,1,1,1,1,1,151141
90,1,42,1,1,1,1,1,151131
112,1,8,1,1,1,1,2,15113X
50,1,12,1,1,1,1,2,151199
40,1,51,1,1,1,1,1,15113X
63,1,18,1,1,1,1,1,151131
106,1,51,1,2,1,1,1,151121
111,1,51,1,1,1,1,1,151121
92,1,35,23,1,3,5,1,151142
92,1,13,1,1,1,1,1,151150
84,1,53,1,1,4,5,6,151134
79,1,53,1,2,1,1,8,151134
125,1,6,1,1,1,1,1,151121
205,1,20,1,1,1,1,1,15113X
37,1,6,1,1,1,1,1,172070
60,1,55,1,1,1,1,4,151142
100,1,6,1,1,1,1,6,15113X
106,1,11,1,1,1,1,1,15113X
107,6,48,1,1,1,1,1,151111
97,6,48,1,2,4,4,1,15113X
51,1,37,1,1,1,1,1,151143
72,1,6,3,1,2,2,1,151150
344,6,20,1,2,4,4,1,151131
21,1,36,1,1,1,1,1,151199
99,6,6,1,1,5,4,1,15113X
181,1,6,2,1,1,1,3,151199
66,1,39,1,2,1,1,2,151134
353,2,51,1,1,5,6,1,15113X
65,6,6,1,1,5,4,1,15113X
58,1,19,4,1,1,1,1,151134
79,1,42,1,1,1,1,1,15113X
104,1,23,1,1,1,1,1,151131
120,6,42,1,2,4,4,1,15113X
48,1,36,1,1,1,1,1,151121
141,9,15,1,2,1,1,1,151150
125,1,8,1,2,1,1,1,15113X
98,1,4,1,1,1,1,1,151150
72,1,8,1,1,1,1,7,15113X
94,1,47,1,2,1,1,3,151141
85,1,47,1,1,1,1,3,151199
294,1,13,1,1,1,1,1,151143
126,1,48,1,1,1,1,4,172070
132,1,29,1,1,1,1,1,15113X
21,1,55,1,2,1,1,1,151121
133,1,32,1,1,1,1,1,151131
61,1,17,1,1,1,1,1,151150
65,2,17,1,2,4,3,1,151142
152,6,25,1,1,5,4,1,15113X
31,1,6,1,1,1,1,1,151150
107,1,53,1,2,1,1,2,151143
160,1,53,1,1,1,1,1,151121
155,1,37,1,1,1,1,1,151143
141,1,37,1,2,1,1,1,151143
165,1,35,2,1,1,1,1,15113X
28,1,41,1,1,3,8,1,151150
120,1,36,1,2,1,1,1,151134
37,1,27,1,2,1,1,2,151121
173,2,12,1,1,5,3,1,151199
68,6,6,1,2,5,4,1,15113X
68,2,37,1,1,1,1,6,151134
216,6,53,1,1,5,4,1,151121
25,1,41,1,1,1,1,1,151131
21,1,20,1,1,1,1,1,151150
63,1,47,1,1,1,1,6,15113X
64,2,12,1,1,1,1,2,151199
79,1,26,1,1,1,1,1,172061
72,1,32,2,2,5,3,1,151142
118,1,21,1,1,1,1,1,151150
35,1,55,1,1,1,1,1,151150
80,8,34,3,1,2,2,1,151143
67,6,6,1,1,5,4,1,172070
191,1,55,1,1,1,1,6,151134
74,1,17,1,1,1,1,1,151199
111,1,27,1,2,1,1,1,151199
166,1,51,1,2,1,1,1,151150
32,1,48,1,2,1,1,1,151134
56,1,47,1,1,1,1,2,15113X
73,1,5,1,1,1,1,1,151121
71,1,24,1,1,1,1,1,151142
136,1,53,1,1,1,1,1,15113X
67,6,13,1,2,5,4,1,151131
84,6,13,1,1,5,4,1,151131
117,1,6,1,1,1,1,1,151134
60,1,48,2,1,1,1,1,151131
122,1,4,1,1,1,1,1,151121
67,1,11,1,1,3,5,1,151121
42,1,17,17,1,5,3,1,15113X
110,1,51,1,1,1,1,1,15113X
619,1,12,1,1,3,5,1,151150
85,6,34,1,2,4,4,1,15113X
71,1,39,1,1,1,1,3,151121
485,1,55,1,2,1,1,1,151121
131,2,45,1,1,1,1,1,172070
66,1,41,1,2,1,1,2,151134
83,6,36,1,2,5,4,4,151131
55,1,6,2,1,1,1,2,151199
315,6,6,1,1,4,4,1,15113X
67,2,42,1,1,1,1,1,151121
59,6,6,1,2,1,1,1,151131
44,1,8,1,1,1,1,1,15113X
79,1,20,1,1,1,1,1,151150
123,1,29,1,1,1,1,1,151199
108,1,48,2,1,5,3,4,151131
159,1,20,1,1,1,1,6,151131
74,1,40,1,1,1,1,1,151141
91,1,48,1,1,1,1,1,15113X
90,1,13,1,1,1,1,5,151150
167,1,6,1,1,1,1,1,151131
107,1,44,1,1,1,1,1,15113X
103,6,6,1,1,5,4,1,15113X
110,1,37,1,2,1,1,1,151150
120,1,39,1,1,1,1,7,15113X
126,1,42,1,1,1,1,1,15113X
22,6,34,1,1,1,1,1,15113X
29,1,34,1,2,1,1,1,151121
86,6,34,1,1,4,4,1,151121
134,1,16,1,2,1,1,3,151199
63,1,42,1,1,1,1,1,151134
56,7,24,1,1,2,2,5,151111
105,1,22,1,1,1,1,1,172070
65,1,25,1,2,1,1,1,151150
131,1,27,1,1,1,1,1,151131
117,6,6,1,1,4,4,1,15113X
22,1,48,1,1,1,1,1,151131
135,6,6,1,1,5,4,1,15113X
235,1,6,1,1,1,1,1,15113X
100,1,19,1,1,1,1,4,151142
69,1,49,1,1,1,1,1,15113X
135,6,11,1,1,1,1,7,151150
138,6,24,1,2,4,4,1,151134
89,2,48,1,2,1,1,5,15113X
112,6,6,1,2,4,4,1,151131
63,1,12,1,1,5,5,6,151134
119,1,6,1,1,1,1,1,151122
97,1,48,1,1,1,1,1,151131
169,1,42,1,1,4,5,1,15113X
195,8,36,5,1,4,3,1,151131
126,1,22,1,2,1,1,5,151121
53,1,6,1,1,1,1,1,172070
71,1,4,1,2,1,1,1,15113X
70,1,51,1,1,1,1,1,151199
38,1,11,1,2,1,1,5,15113X
80,1,8,1,1,1,1,2,15113X
239,1,12,1,1,1,1,1,151122
59,6,51,1,1,1,1,1,151199
25,1,51,1,1,1,1,1,151199
94,2,12,1,1,1,1,1,151122
27,1,34,1,1,1,1,1,151150
43,2,39,1,1,1,1,1,151199
32,1,13,1,1,4,5,1,151199
16,1,1,1,1,1,1,1,172070
155,1,26,1,1,1,1,1,15113X
61,1,49,1,1,1,1,1,151150
113,1,13,1,1,1,1,4,151122
121,1,13,1,1,1,1,1,151121
153,1,6,1,1,1,1,1,15113X
64,1,8,1,1,1,1,1,151121
35,6,48,1,1,4,4,1,151142
105,9,27,1,1,1,1,1,151131
91,1,26,1,1,1,1,1,151199
114,1,6,1,1,5,5,1,15113X
83,1,8,1,2,1,1,1,15113X
74,1,8,1,1,1,1,1,15113X
65,1,51,1,1,4,6,1,151131
56,1,26,1,1,1,1,1,151150
102,1,48,1,1,1,1,1,15113X
22,1,54,1,1,1,1,5,151131
53,1,37,1,2,1,1,6,151134
69,1,27,1,1,1,1,1,15113X
94,8,37,2,2,1,1,3,151142
64,1,11,1,1,1,1,5,151131
51,2,12,1,1,1,1,1,15113X
83,1,25,1,1,1,1,2,151121
101,1,6,1,1,5,5,4,151142
50,1,12,4,1,4,3,1,15113X
82,6,34,1,1,4,4,1,172070
62,2,51,1,2,1,1,2,151150
54,1,37,1,1,4,5,1,151131
114,1,36,1,1,1,1,1,151142
70,1,29,1,1,1,1,1,15113X
117,6,9,1,1,4,4,1,151199
127,3,47,1,1,1,1,4,151142
53,1,51,1,2,1,1,5,151131
100,6,51,1,1,4,4,1,151122
67,1,1,1,1,1,1,1,151199
67,1,39,1,1,1,1,1,151150
132,1,4,1,1,1,1,1,15113X
68,1,37,1,1,1,1,1,151143
47,1,41,1,2,1,1,1,151121
79,1,36,1,1,1,1,1,151141
92,1,12,1,2,1,1,1,151121
147,1,9,1,1,1,1,1,172070
78,6,36,1,1,5,4,1,151131
65,1,25,1,1,4,5,1,15113X
65,2,51,1,1,1,1,1,151143
55,1,34,1,1,1,1,1,151199
149,8,6,2,1,1,1,1,151134
18,1,34,1,2,1,1,1,151131
85,1,51,1,2,1,1,1,151121
86,1,6,1,1,1,1,1,151131
148,2,13,1,2,1,1,1,151121
65,1,53,1,1,1,1,1,151121
12,1,37,1,1,1,1,1,151122
134,1,42,1,1,1,1,1,151121
12,1,29,1,1,1,1,2,151142
187,2,48,1,2,1,1,1,151121
100,1,29,1,1,1,1,1,151121
57,9,37,3,1,1,1,1,151134
90,1,18,1,1,1,1,1,151121
145,1,37,1,2,1,1,1,151121
77,1,27,1,1,1,1,1,151122
45,1,50,1,1,1,1,1,15113X
137,6,51,1,2,4,4,1,15113X
155,1,37,1,1,1,1,1,151121
93,1,12,1,2,1,1,1,151121
85,1,51,1,1,4,4,5,15113X
264,1,55,1,1,1,1,1,151150
265,1,55,1,1,1,1,1,151150
81,6,36,1,1,4,4,1,151199
34,1,33,1,1,1,1,1,151150
90,1,51,1,1,1,1,1,172070
114,1,12,4,1,5,3,1,15113X
133,1,8,1,2,1,1,1,151121
116,1,55,1,1,1,1,1,151199
28,1,17,1,1,1,1,4,151199
67,1,10,1,1,1,1,2,151121
77,6,24,1,1,5,4,4,151199
97,6,51,1,1,5,4,1,15113X
77,6,51,1,2,5,4,1,15113X
38,1,13,3,1,1,1,1,151150
90,1,13,1,1,1,1,1,151142
58,1,48,1,1,1,1,1,172070
118,1,53,1,1,1,1,1,15113X
45,1,17,1,1,1,1,1,151142
84,1,26,1,2,1,1,1,151121
200,1,36,1,1,1,1,1,15113X
48,1,47,1,2,1,1,1,151150
448,1,18,1,2,1,1,5,151199
354,1,18,1,1,1,1,1,151199
20,1,55,1,1,1,1,1,151199
110,8,36,5,1,1,1,3,15113X
115,8,34,5,2,4,3,1,151150
74,6,6,1,2,5,4,1,151134
43,1,36,1,1,1,1,1,151121
112,6,48,1,1,1,1,1,151121
47,1,55,1,1,1,1,1,151143
148,2,17,1,1,1,1,1,151121
76,1,48,1,1,1,1,5,151199
122,1,13,1,1,1,1,5,172070
26,1,17,1,1,1,1,1,151121
123,1,5,1,1,1,1,1,151199
118,1,42,1,1,1,1,1,151150
72,6,6,1,1,4,4,7,172070
65,1,6,1,1,1,1,1,151150
111,1,18,1,2,1,1,1,151121
64,1,37,1,1,1,1,1,151121
94,1,20,1,2,1,1,2,151150
83,1,39,1,1,1,1,1,15113X
122,1,53,1,1,3,7,1,15113X
249,1,19,1,1,1,1,1,151131
143,1,48,1,1,1,1,1,151131
103,6,26,1,1,5,4,1,151199
70,1,6,1,1,1,1,1,172070
230,1,12,1,1,1,1,7,151134
70,1,17,1,1,1,1,1,15113X
88,1,8,1,1,1,1,1,15113X
152,1,48,1,1,1,1,1,151121
193,6,6,1,1,4,4,1,151131
83,1,48,1,1,1,1,1,151150
57,1,34,1,1,1,1,1,151142
55,1,34,1,1,1,1,1,151142
107,2,34,1,2,1,1,1,151121
53,6,13,1,2,4,4,1,15113X
114,1,18,1,2,1,1,1,15113X
154,1,37,1,1,1,1,4,151131
87,8,36,1,1,1,1,1,151150
142,6,34,1,2,1,1,1,151121
135,6,34,1,1,1,1,1,15113X
102,1,53,24,1,1,1,1,15113X
65,1,11,1,2,5,5,5,151121
57,6,6,1,1,4,4,1,15113X
146,1,36,1,1,1,1,2,151121
144,1,6,1,1,4,5,1,15113X
64,1,12,1,1,1,1,1,15113X
62,1,11,1,2,1,1,5,15113X
100,1,48,1,1,4,5,1,15113X
85,1,24,1,1,1,1,2,15113X
110,1,53,1,1,1,1,1,15113X
24,1,37,1,1,1,1,1,151134
94,1,36,1,1,1,1,1,151142
39,1,51,1,1,1,1,1,15113X
79,6,53,1,1,4,4,3,172070
56,1,55,1,1,1,1,1,151131
63,1,12,1,1,1,1,4,151121
19,1,27,1,2,1,1,1,151150
44,6,36,1,1,5,4,1,15113X
61,1,25,1,1,1,1,1,151150
52,2,17,1,2,1,1,1,151150
92,1,17,1,1,1,1,1,15113X
116,6,6,1,1,4,4,1,151131
75,1,26,1,2,1,1,1,151134
166,1,26,1,1,1,1,1,151131
57,1,20,1,1,1,1,1,151121
62,1,25,1,1,1,1,2,151121
54,1,48,1,1,1,1,1,151150
71,1,53,1,1,1,1,1,15113X
106,6,41,1,1,5,4,1,151121
50,1,48,1,1,1,1,1,15113X
40,1,17,1,2,1,1,1,151134
55,8,17,2,1,1,1,1,151142
178,6,42,1,1,1,1,1,151150
128,1,29,1,2,1,1,1,151121
80,1,51,1,2,1,1,1,151121
108,1,42,1,1,1,1,1,15113X
113,1,39,1,2,1,1,1,151121
90,6,6,1,1,5,4,1,15113X
24,1,23,1,1,1,1,1,15113X
50,1,6,1,1,4,5,1,172061
111,1,36,1,2,1,1,1,151141
66,1,48,15,1,5,3,1,151199
68,1,4,1,1,1,1,2,151150
74,1,34,1,1,1,1,1,151131
115,1,27,1,1,1,1,1,151141
111,1,6,1,1,1,1,1,151150
72,1,26,1,1,1,1,1,151199
119,1,8,1,2,5,5,1,151121
166,6,17,1,1,5,4,1,151131
64,1,8,1,2,1,1,1,15113X
73,1,27,1,2,1,1,3,172061
20,1,36,1,1,1,1,4,151150
115,1,29,1,1,1,1,1,15113X
215,1,8,1,1,1,1,1,151150
74,1,51,1,2,1,1,1,151121
74,1,51,1,1,1,1,1,151131
202,1,24,3,1,1,1,6,151134
58,1,36,1,2,1,1,1,151141
123,6,6,1,1,5,4,1,15113X
110,1,12,1,1,1,1,1,151150
145,6,6,1,1,5,4,1,151199
82,1,42,1,2,1,1,1,151121
58,2,51,1,2,1,1,4,15113X
48,6,6,1,1,4,4,1,151142
91,1,51,1,1,1,1,1,151142
63,2,34,1,1,5,6,1,151150
94,1,42,1,1,1,1,1,151121
94,1,53,1,2,1,1,1,151134
135,1,36,1,1,1,1,1,151150
32,1,48,1,1,1,1,1,15113X
257,1,36,1,1,1,1,1,151199
67,1,18,1,1,1,1,1,151131
64,1,49,1,1,1,1,1,151150
67,6,36,1,1,4,4,3,151199
88,6,36,1,1,4,4,1,151199
79,1,37,1,2,1,1,7,151199
74,1,45,1,1,1,1,4,151141
133,6,6,1,1,4,4,1,15113X
66,8,37,1,2,4,3,1,151150
34,1,36,1,1,1,1,1,151121
103,1,42,1,1,1,1,1,151131
103,1,55,1,1,1,1,1,151134
122,1,25,1,2,1,1,2,151121
47,1,37,1,1,4,5,1,15113X
191,1,36,1,2,5,5,1,151122
97,1,29,1,1,1,1,4,151131
42,6,36,1,1,5,4,1,151199
63,1,48,1,2,1,1,1,15113X
72,1,8,1,1,1,1,1,151150
137,1,48,1,1,4,5,1,151199
101,9,53,1,1,1,1,1,172070
103,6,53,1,2,1,1,2,151134
57,1,25,1,1,1,1,1,151122
55,1,9,1,2,1,1,1,151121
97,1,36,1,2,1,1,6,151121
146,1,18,1,1,1,1,1,172070
176,2,51,1,1,1,1,5,172070
90,1,29,1,2,1,1,1,151150
17,1,25,1,1,1,1,1,151142
84,1,6,16,1,4,3,1,151131
75,1,51,1,1,1,1,1,151142
98,6,6,1,1,4,4,1,151150
99,6,6,1,2,4,4,1,15113X
64,6,34,1,2,4,4,1,15113X
80,6,37,1,1,5,4,1,151121
67,1,29,1,2,1,1,2,15113X
155,1,27,1,1,1,1,1,151142
40,1,36,1,2,1,1,2,151141
136,1,39,3,1,2,2,5,172070
108,6,26,1,1,5,4,1,15113X
104,1,6,1,1,1,1,1,172070
81,1,37,1,1,1,1,1,151199
76,1,37,1,2,1,1,2,151121
36,1,6,1,1,1,1,2,151199
75,1,6,1,1,1,1,4,151131
48,9,18,1,1,1,1,1,151131
87,6,34,1,1,4,4,1,15113X
55,6,25,1,1,4,4,1,15113X
58,6,25,1,2,4,4,1,15113X
113,1,36,4,1,1,1,1,151141
72,1,51,1,1,1,1,5,151150
49,1,8,1,2,1,1,1,172070
110,1,25,1,1,4,5,1,172070
57,6,6,1,1,5,4,1,15113X
92,1,48,1,1,1,1,1,151150
83,1,51,1,1,1,1,1,172070
38,1,26,1,1,1,1,1,151150
134,1,36,1,1,1,1,1,151150
85,6,29,1,1,5,4,1,15113X
158,6,6,1,2,1,1,1,151150
29,1,48,1,1,1,1,1,151131
171,1,26,1,1,1,1,4,151150
63,9,6,1,1,1,1,3,151199
155,1,24,1,1,1,1,1,15113X
141,1,17,1,1,1,1,2,151142
265,1,33,1,1,1,1,1,151150
13,1,42,1,2,1,1,1,151142
61,1,48,1,1,1,1,7,151134
70,1,17,1,1,4,5,1,151134
55,1,17,1,2,4,5,1,15113X
187,1,47,1,1,1,1,3,151199
176,1,13,1,1,1,1,1,151143
66,1,36,1,2,1,1,1,151199
134,1,1,1,1,1,1,2,151199
109,1,25,1,2,1,1,1,15113X
49,1,12,1,2,1,1,1,172070
62,1,4,1,2,1,1,1,151121
282,1,12,1,1,1,1,1,151150
127,1,39,1,1,1,1,1,151121
127,6,17,1,1,1,1,1,15113X
269,1,34,1,1,4,4,1,151131
79,1,8,1,2,1,1,1,151199
171,1,24,1,2,1,1,1,151121
108,1,54,1,2,1,1,5,151199
135,6,40,1,1,5,4,1,15113X
113,1,6,1,1,5,7,1,172070
64,1,6,1,1,1,1,1,151131
20,1,19,1,2,1,1,1,15113X
362,1,36,1,1,1,1,2,15113X
11,6,24,1,1,4,4,1,151121
101,1,17,1,1,4,5,1,151150
63,1,48,1,1,1,1,1,151199
62,6,6,1,1,5,4,1,15113X
67,6,6,1,2,5,4,1,15113X
62,1,8,1,1,1,1,1,15113X
194,1,42,1,1,1,1,1,151134
62,1,48,1,1,1,1,5,151199
50,1,47,1,1,1,1,1,151199
178,1,12,3,1,2,2,1,151134
94,1,20,1,1,1,1,1,151199
24,1,39,1,1,1,1,1,172070
81,1,48,1,1,1,1,1,151150
86,6,51,1,1,1,1,1,15113X
45,6,12,1,1,4,4,1,151199
52,1,37,1,1,1,1,7,15113X
121,1,36,17,2,1,1,1,151121
44,1,51,1,2,1,1,4,151199
96,1,4,1,1,1,1,1,151150
103,6,48,1,1,5,4,1,15113X
80,1,51,1,1,1,1,1,151131
45,1,51,1,1,1,1,1,15113X
135,1,55,1,2,1,1,3,151142
58,1,10,1,1,1,1,2,15113X
76,9,53,1,2,3,5,4,151134
45,1,42,1,1,1,1,1,172070
160,6,36,1,1,5,4,1,15113X
139,1,9,1,1,4,5,1,15113X
479,6,12,1,1,5,4,1,151131
467,6,12,1,2,5,4,1,151131
46,2,12,1,2,2,2,1,151150
127,1,36,1,2,1,1,1,15113X
127,1,34,1,2,1,1,1,15113X
156,1,55,1,1,1,1,1,151199
61,1,29,1,1,1,1,1,151199
111,1,51,1,1,1,1,6,15113X
47,6,39,1,1,5,4,1,15113X
68,6,39,1,1,5,4,1,151134
44,1,9,1,2,1,1,4,151150
189,1,48,2,1,1,1,3,151131
71,1,6,2,2,1,1,1,151121
278,1,47,1,1,1,1,4,151142
260,6,17,1,1,5,4,1,151199
299,6,17,1,2,5,4,1,151121
82,1,42,1,1,1,1,1,15113X
78,9,24,1,1,1,1,1,151150
314,1,56,1,1,1,1,1,151150
45,9,24,1,1,1,1,1,15113X
151,1,26,1,1,1,1,1,151121
58,1,48,3,1,1,1,1,151142
143,1,36,1,1,1,1,1,15113X
91,1,6,1,2,1,1,1,15113X
54,1,34,1,1,1,1,1,151131
114,2,11,1,1,1,1,1,151141
92,1,18,1,1,1,1,2,151150
149,6,48,1,2,5,4,1,15113X
213,1,39,1,1,1,1,1,151121
39,1,11,1,1,1,1,1,15113X
78,1,6,2,1,1,1,3,151199
122,6,48,1,2,4,4,3,151199
120,1,37,1,1,1,1,1,151131
90,6,6,1,1,5,4,1,172070
60,1,25,1,1,1,1,2,151143
234,1,27,1,1,1,1,1,151134
83,6,6,1,1,5,4,1,15113X
81,2,12,1,1,1,1,1,151150
53,1,12,1,1,1,1,1,151131
27,1,49,1,1,1,1,5,151199
84,6,36,1,1,4,4,1,151121
28,1,1,1,1,1,1,1,151143
83,1,47,1,2,1,1,1,151122
56,1,48,1,1,1,1,1,151131
107,9,21,1,1,4,3,1,15113X
132,1,39,1,1,1,1,1,151199
129,6,6,1,1,5,4,1,15113X
234,1,45,1,1,1,1,1,151199
101,2,51,1,1,1,1,5,151122
50,1,12,1,2,1,1,1,151150
107,9,6,1,1,1,1,1,15113X
92,1,6,1,1,1,1,1,151121
149,1,42,1,1,1,1,1,151121
74,1,27,1,1,1,1,1,151143
137,1,48,11,1,1,1,5,151122
53,2,12,1,1,4,3,1,151150
79,1,48,1,1,1,1,1,172061
58,1,36,1,1,1,1,3,151150
67,1,6,1,1,1,1,1,172070
70,1,39,1,2,1,1,1,151121
206,1,54,1,2,1,1,2,151199
69,9,49,1,1,1,1,1,151131
48,1,26,1,1,1,1,1,151150
53,1,26,1,2,1,1,1,151150
48,6,6,1,1,4,4,1,151121
75,1,27,1,1,1,1,1,151131
39,1,55,1,2,1,1,1,151142
135,2,13,1,1,5,6,1,151131
106,1,48,1,2,1,1,3,151121
39,1,39,1,1,1,1,1,151199
70,1,24,1,1,1,1,1,151141
94,1,48,4,1,4,3,1,151143
106,6,51,1,1,5,4,2,151121
182,1,6,1,1,1,1,1,15113X
174,1,35,1,2,4,5,1,15113X
131,1,26,1,1,1,1,1,15113X
105,1,40,1,1,1,1,3,151150
132,1,48,1,1,5,7,1,15113X
100,1,26,1,1,1,1,1,151150
59,6,34,1,1,5,4,1,15113X
100,6,37,1,1,5,4,1,151121
78,1,6,1,1,1,1,6,15113X
125,1,24,1,1,1,1,5,151121
232,1,55,1,2,1,1,1,151131
102,1,37,1,1,1,1,1,172070
108,1,49,1,1,1,1,1,15113X
68,1,48,2,1,4,3,4,151150
37,1,8,1,1,1,1,1,172070
98,1,39,1,1,1,1,1,151199
27,1,27,1,1,1,1,1,151150
60,1,34,1,1,4,5,1,151131
285,2,22,1,2,1,1,1,151121
175,8,36,3,1,1,1,1,151199
61,1,36,1,2,1,1,1,151121
106,1,51,1,2,1,1,6,15113X
231,2,37,1,1,1,1,2,151131
50,1,32,1,1,1,1,1,151131
237,2,36,1,1,1,1,1,172061
130,1,49,1,1,1,1,5,151199
99,2,24,1,2,1,1,2,151150
42,1,42,1,2,1,1,2,151122
152,1,39,1,1,1,1,1,151199
21,1,8,1,2,1,1,1,151131
16,9,8,1,1,1,1,6,151121
79,1,6,2,1,5,3,3,151199
151,1,48,1,2,1,1,1,151199
133,1,12,1,1,1,1,1,151150
138,2,24,1,2,1,1,2,15113X
29,1,6,1,1,1,1,1,151142
64,2,37,1,1,1,1,1,151150
138,1,55,1,1,1,1,1,151121
38,1,25,1,2,1,1,1,151150
62,1,53,1,1,1,1,1,151131
167,6,6,1,2,1,1,1,151141
95,1,53,1,2,1,1,1,151199
