PWGTP,HISP,POWSP,RAC1P,WAOB,CIT,SEX,SOCP
56,1,51,6,4,5,1,15113X
28,1,8,1,1,1,2,15113X
144,1,27,1,1,1,1,151199
49,2,48,1,3,5,1,151199
25,1,34,1,1,1,1,151150
70,1,36,1,1,1,2,15113X
77,1,36,1,1,1,1,15113X
250,2,20,8,1,1,1,151121
95,1,18,1,1,1,1,151142
86,3,41,1,1,1,1,151131
62,1,6,1,1,1,1,15113X
57,1,13,2,1,1,2,15113X
253,1,45,1,1,1,1,151131
86,4,53,1,1,1,1,113021
107,1,51,6,4,5,2,172061
283,1,8,1,1,1,1,151199
90,1,6,6,4,4,1,113021
84,1,17,1,1,1,1,15113X
106,1,17,6,4,4,2,15113X
245,1,34,1,1,1,1,151131
106,1,36,1,1,1,1,151131
30,1,11,1,1,1,1,151141
322,1,39,1,1,1,1,15113X
88,1,53,1,1,1,1,113021
148,1,6,9,4,3,2,151150
94,1,18,1,1,1,1,151150
101,2,41,8,3,4,1,172061
79,23,24,1,1,1,2,15113X
104,1,13,1,1,1,2,113021
87,1,6,1,1,1,1,15113X
73,1,48,1,1,1,1,15113X
90,1,6,1,5,5,1,15113X
73,1,11,1,1,1,2,113021
135,1,31,1,1,1,2,151150
81,1,36,1,1,1,1,151121
76,1,8,1,1,1,1,113021
97,1,34,1,1,1,1,151142
113,1,17,1,1,1,1,15113X
71,1,6,6,4,4,1,151142
52,1,36,1,1,1,1,15113X
46,1,12,1,5,5,1,151134
54,1,32,6,1,1,1,15113X
174,1,1,1,1,1,1,151131
279,1,56,1,1,1,2,113021
66,1,6,1,1,1,1,151122
64,1,36,6,4,4,2,151121
105,1,6,1,1,1,1,151131
32,1,42,1,1,1,2,151150
107,1,25,6,4,5,1,151199
134,1,36,6,4,5,2,15113X
92,1,4,1,1,1,1,151150
62,1,6,1,1,1,1,172061
154,1,12,2,1,1,1,15113X
76,1,6,1,1,1,1,151199
59,1,6,9,1,1,1,151199
60,1,6,6,4,4,1,151131
107,1,15,1,1,1,1,15113X
129,1,49,1,1,1,2,151134
64,1,51,1,1,1,2,151199
73,1,51,1,1,1,1,15113X
93,1,48,1,1,1,1,151121
83,1,13,2,3,4,2,151150
84,1,24,1,1,1,2,151131
96,1,6,1,1,1,1,15113X
105,1,8,1,1,1,1,172061
166,1,29,1,1,1,2,151142
59,1,51,2,1,1,1,15113X
64,1,25,1,1,1,2,151199
125,1,26,9,1,1,1,151199
104,1,53,1,1,1,1,151131
106,1,4,1,1,1,1,15113X
88,1,51,1,1,1,2,15113X
132,1,26,1,1,1,2,151150
103,1,26,1,1,1,1,151199
218,1,48,1,1,1,1,151142
96,1,5,6,4,4,1,151131
102,1,48,6,4,4,1,151131
71,1,48,1,1,1,1,151142
301,1,48,1,1,1,2,151150
62,1,48,1,5,4,2,151142
55,1,48,1,1,1,1,151150
74,1,51,2,1,1,1,113021
68,1,11,1,1,1,2,15113X
62,1,17,1,1,1,1,151134
71,1,6,1,1,1,1,151142
89,1,39,1,1,1,2,151121
92,1,32,6,4,4,1,151121
61,1,47,1,1,1,2,151131
63,1,24,2,1,1,1,15113X
28,1,40,1,1,1,2,151150
59,1,12,1,1,1,2,151121
131,1,39,1,1,1,1,113021
229,1,12,1,1,1,1,172061
60,2,6,1,3,5,2,151150
94,1,6,1,1,1,1,151150
102,1,53,1,1,1,2,15113X
60,1,6,1,1,1,1,15113X
68,1,48,1,1,1,1,151199
276,1,17,1,1,1,1,151150
54,2,49,1,1,1,2,151150
114,1,42,1,1,1,2,15113X
103,1,42,1,1,1,1,151121
113,1,42,1,1,1,1,151150
168,1,51,2,1,1,2,151150
92,1,48,1,1,1,1,151131
225,1,6,1,1,1,1,113021
66,24,48,1,1,1,1,151131
155,1,55,1,1,1,1,113021
105,1,48,1,1,1,1,113021
155,1,55,1,1,1,1,151121
197,1,34,6,4,5,2,151131
70,2,35,1,1,1,2,151199
67,1,6,6,4,4,2,113021
132,1,5,1,1,1,1,151131
209,1,48,1,1,1,1,15113X
101,1,5,1,1,1,1,113021
83,1,48,1,1,1,1,151150
68,1,39,6,4,4,2,113021
115,1,42,1,1,1,1,151131
94,1,6,6,4,4,1,151121
90,1,21,1,1,1,1,151143
348,1,48,1,1,1,1,15113X
88,10,11,6,3,5,2,113021
57,3,48,1,2,2,1,151142
86,1,48,1,1,1,1,15113X
69,1,8,1,5,4,2,151142
52,1,12,1,1,1,1,151150
87,3,9,1,1,1,2,151134
28,1,55,1,1,1,1,151131
95,1,37,1,1,1,1,15113X
186,1,35,1,1,1,2,151150
48,2,35,1,1,1,1,151131
47,3,34,7,1,1,1,151150
312,1,23,1,1,1,2,151150
78,2,6,1,3,4,2,113021
114,1,39,1,1,1,2,151121
107,1,42,6,4,4,2,151150
23,1,21,1,1,1,1,151142
84,1,34,6,4,5,1,15113X
77,1,34,6,4,5,2,15113X
41,1,19,1,1,1,1,151150
142,1,48,2,1,1,1,151199
189,1,24,6,4,4,1,151142
106,1,8,1,1,1,1,15113X
92,1,42,1,1,1,1,151150
89,1,48,1,1,1,1,151150
105,1,36,1,1,1,1,113021
63,1,36,6,4,4,1,15113X
224,1,36,1,1,1,2,151131
349,1,5,1,1,1,1,151131
90,1,36,1,1,1,1,113021
77,1,8,1,1,1,2,15113X
81,1,48,6,4,4,1,151121
74,1,8,1,1,1,2,113021
60,1,34,1,1,1,1,151199
137,1,13,6,4,5,1,151131
175,1,13,6,4,4,1,151131
66,1,12,1,1,1,1,15113X
81,1,47,1,1,1,1,151134
72,1,42,1,1,1,1,15113X
73,2,6,1,1,1,2,113021
66,1,42,1,1,1,1,15113X
76,1,25,2,3,5,1,151121
244,23,6,1,1,1,1,151121
103,1,21,1,1,1,1,151134
87,1,25,1,1,1,1,151121
94,1,25,1,1,1,2,151121
451,1,22,1,1,1,1,151150
93,1,27,1,1,1,1,15113X
82,1,6,1,1,1,1,151131
192,1,51,6,4,4,1,151199
149,1,51,6,4,4,2,151121
76,1,48,2,1,1,2,113021
67,1,17,1,1,1,1,151199
71,1,42,2,1,1,1,151150
86,2,5,1,3,4,2,15113X
19,1,20,1,1,1,1,151142
27,1,17,1,1,1,2,151150
64,1,49,1,1,1,2,151150
12,1,54,1,1,1,1,15113X
133,1,27,1,1,1,1,151121
128,1,25,6,1,1,1,15113X
51,1,34,1,1,1,1,113021
76,1,6,6,4,4,1,151150
71,1,48,1,1,1,1,113021
79,1,37,1,1,1,2,151121
89,1,37,1,5,5,1,172061
87,1,6,1,5,5,1,15113X
69,1,24,1,1,1,1,151131
68,1,51,1,1,1,1,15113X
64,1,51,1,1,1,2,151122
132,1,23,6,4,5,1,113021
65,1,53,1,1,1,2,151141
82,2,4,9,1,1,1,151131
75,1,12,1,7,5,1,15113X
72,1,12,1,1,1,2,151121
69,1,51,1,1,1,1,151199
59,1,48,1,1,1,1,151150
65,1,6,1,1,1,2,151121
56,1,9,1,1,1,1,151150
77,1,48,1,1,1,1,151142
113,1,5,1,1,1,2,151121
42,1,13,1,1,1,1,151141
68,3,6,1,1,1,1,172061
16,1,17,1,1,1,2,151121
106,1,33,1,1,1,1,15113X
85,1,17,1,1,1,1,113021
80,1,39,1,1,1,1,15113X
84,1,1,1,1,1,1,151150
65,1,41,1,5,4,1,151131
37,1,51,2,1,1,2,151142
74,1,48,1,1,1,2,113021
82,1,53,1,1,1,1,15113X
50,1,13,6,4,5,1,15113X
23,1,29,1,1,1,1,151134
60,1,12,1,1,1,1,151141
64,1,6,1,1,1,1,151131
67,1,6,1,1,1,1,151199
75,1,37,2,6,4,1,15113X
104,1,37,2,6,5,2,151141
60,1,6,6,4,4,2,15113X
32,1,18,1,1,1,2,15113X
145,1,38,1,1,1,1,151142
115,1,34,1,1,1,1,151131
103,1,11,6,4,5,2,151121
133,1,25,1,1,1,1,151141
80,1,6,6,4,5,1,15113X
72,1,34,6,4,4,2,151131
65,1,9,6,4,4,1,151131
48,1,29,1,1,1,2,151131
105,1,17,1,1,1,1,151199
91,1,6,1,4,4,1,151150
151,1,27,1,1,1,1,15113X
203,1,17,1,1,1,1,151121
285,1,54,1,1,1,1,151121
205,1,54,1,1,1,2,15113X
67,1,39,1,1,1,2,151134
69,1,55,6,1,1,1,151121
149,1,13,1,1,1,1,151199
103,8,12,1,1,1,1,151142
69,1,13,2,1,1,1,151121
73,1,51,1,1,1,2,151131
58,1,6,6,4,4,1,151131
136,1,31,1,1,1,2,15113X
122,1,27,1,5,4,1,15113X
71,1,25,1,1,1,1,151121
258,1,18,1,1,1,1,151121
107,1,6,1,1,1,1,113021
65,1,12,1,1,1,1,151142
26,1,48,1,1,1,1,151121
61,1,17,1,1,1,2,151142
45,1,12,1,1,1,1,151150
124,1,25,6,1,1,1,151121
79,1,13,1,4,3,2,151150
97,1,42,1,1,1,1,113021
167,1,6,6,4,5,1,151121
54,1,48,2,1,1,1,151150
64,1,47,1,1,1,2,151121
119,1,9,1,1,1,1,151199
59,1,36,2,1,1,2,151150
100,1,8,2,1,1,1,151131
128,1,42,1,1,1,2,151131
50,1,28,1,1,1,1,113021
67,1,24,1,1,1,1,151131
70,1,18,1,1,1,1,113021
59,1,51,1,1,1,1,151143
200,1,48,6,4,5,2,151121
88,1,13,1,1,1,1,151199
55,1,16,1,1,1,2,113021
142,1,29,1,1,1,1,113021
94,1,34,1,1,1,2,151150
125,1,1,1,1,1,1,151121
60,1,53,1,1,1,1,15113X
88,1,26,1,1,1,1,151199
126,1,39,1,1,1,1,151121
66,1,12,1,1,1,1,151142
58,2,48,1,1,1,1,151150
158,1,27,1,1,1,1,15113X
93,1,36,9,1,1,2,15113X
400,1,13,1,1,1,1,151131
101,1,48,1,1,1,1,15113X
104,1,1,1,6,4,1,151131
74,1,39,1,1,1,1,151199
115,1,39,1,1,1,1,151142
129,1,20,1,1,1,1,151199
87,1,39,1,5,5,1,151142
79,1,34,2,1,1,2,151121
67,1,11,2,1,1,2,15113X
78,2,9,1,1,1,1,151150
56,1,51,1,1,1,1,151122
90,1,13,1,1,1,1,151142
114,1,48,6,4,4,1,113021
57,1,6,1,1,1,1,151131
81,1,17,1,1,1,1,151141
226,2,6,1,1,1,1,151142
62,1,51,1,1,1,1,151142
85,1,33,6,4,4,1,15113X
63,1,8,1,1,1,2,113021
118,2,35,1,1,1,1,151150
64,1,6,1,1,1,1,15113X
59,1,12,1,1,1,1,15113X
214,1,8,1,1,1,1,151150
157,1,47,2,1,1,1,151150
60,1,44,1,1,1,1,113021
21,1,37,1,1,1,1,151131
128,1,20,1,1,1,2,113021
11,1,4,3,1,1,2,151150
70,1,48,2,1,1,2,151199
115,1,51,1,1,1,1,151150
86,1,48,1,1,1,1,151199
46,1,45,1,1,1,2,151150
120,1,31,1,1,1,1,151121
102,1,55,1,1,1,1,151150
62,1,6,1,1,1,1,151131
111,1,10,1,1,1,1,113021
23,4,36,1,3,4,1,151131
55,1,6,6,4,4,1,15113X
53,1,6,6,4,4,2,15113X
104,1,48,1,1,1,1,151121
69,1,13,1,1,1,1,151199
20,1,34,1,1,1,1,151131
89,1,48,1,1,1,2,151150
57,1,5,1,1,1,2,151121
58,1,45,1,1,1,1,151131
76,1,12,1,1,1,2,151150
242,2,48,1,1,1,1,151150
164,1,25,6,3,4,1,15113X
149,1,33,1,1,1,1,151121
125,1,18,1,1,1,1,151131
42,1,19,1,1,1,1,151131
52,1,34,6,4,5,1,151131
61,1,34,6,4,5,2,151131
70,1,6,1,1,1,1,15113X
66,1,48,1,1,1,2,151150
236,1,6,6,4,4,1,151131
73,1,9,1,1,1,1,15113X
106,1,25,1,1,1,2,151141
137,1,36,1,1,1,1,151134
89,1,25,1,1,1,1,15113X
63,1,55,1,1,1,1,151121
99,1,25,1,1,1,1,151150
82,1,6,1,1,1,1,151199
63,1,51,1,1,1,1,15113X
94,1,4,1,1,1,2,15113X
54,1,36,1,5,4,2,151111
302,1,8,1,1,1,2,151142
91,1,47,1,5,3,1,15113X
79,1,29,1,1,1,1,15113X
110,1,39,1,1,1,2,113021
65,1,6,1,1,1,2,151141
280,1,1,1,1,1,1,113021
59,15,34,1,3,4,2,151143
28,1,39,1,1,1,1,151150
104,1,51,1,1,1,2,151150
120,1,51,1,1,1,1,151122
86,1,13,1,1,1,1,151199
84,1,48,6,1,1,1,15113X
80,1,42,1,1,1,1,15113X
84,1,4,1,5,5,1,113021
184,1,13,1,1,1,2,151141
21,1,48,1,1,1,2,113021
96,1,42,6,4,5,1,15113X
96,1,2,6,4,3,1,151121
145,1,42,1,1,1,2,151121
89,3,12,1,2,2,1,151199
103,1,36,1,1,1,2,151134
103,1,6,6,1,1,1,172061
117,1,12,6,1,1,2,151121
277,1,51,1,5,3,1,151150
34,1,26,1,1,1,1,15113X
91,1,17,1,1,1,1,151131
107,1,42,1,1,1,1,151131
97,1,48,1,1,1,1,113021
283,1,36,2,1,1,1,151150
336,1,51,1,1,1,1,151121
57,1,24,1,1,1,2,151134
220,1,6,1,1,1,1,15113X
147,1,27,1,1,1,1,15113X
79,1,21,9,1,1,1,151141
169,1,36,6,4,4,1,151142
75,1,6,6,4,4,2,151199
345,1,51,9,1,1,1,151199
119,1,11,9,1,1,2,151121
107,1,16,1,1,1,2,151150
71,1,51,1,1,1,1,15113X
100,1,48,1,1,1,2,151121
21,1,39,1,1,1,1,151142
121,1,27,1,1,1,2,151199
76,1,33,1,1,1,1,15113X
58,1,6,1,1,1,1,15113X
70,1,6,1,1,1,2,151150
102,1,26,1,1,1,1,151150
83,1,1,1,1,1,1,15113X
54,1,12,1,1,1,2,151121
87,1,18,1,1,1,1,151141
34,1,34,2,1,1,1,151199
67,1,48,1,1,1,1,113021
81,1,34,1,1,1,2,113021
63,2,6,1,1,1,2,151150
40,1,25,1,5,4,1,15113X
53,5,36,1,1,1,1,151199
103,1,42,1,1,1,1,151199
104,1,6,1,5,3,1,15113X
93,1,6,6,1,1,1,172061
76,1,34,1,1,1,1,151131
237,1,36,6,4,4,1,15113X
74,1,33,1,1,1,1,15113X
70,1,36,1,1,1,1,151121
243,2,4,1,1,1,2,151150
62,1,5,1,1,1,1,151143
106,1,36,1,5,4,1,151131
82,1,12,1,1,1,2,151142
74,1,39,1,5,4,1,151121
61,1,8,1,1,1,2,151121
85,1,21,1,1,1,2,151142
110,1,31,1,1,1,1,151141
97,1,17,6,1,1,1,151150
74,1,39,1,1,1,1,151143
92,1,4,2,1,1,1,151150
226,1,44,1,1,1,1,113021
110,1,33,1,1,1,1,15113X
111,1,51,1,1,1,1,151143
98,1,11,1,5,5,2,151199
179,1,54,1,1,1,2,151150
123,1,20,6,4,5,1,151143
98,1,48,1,1,1,1,151121
123,1,27,1,1,1,1,113021
126,1,27,1,1,1,2,15113X
90,2,48,8,1,1,2,151141
37,1,6,1,1,1,2,15113X
38,1,6,1,1,1,1,151199
120,1,37,1,1,1,1,151199
52,1,6,6,4,4,1,151134
114,1,42,1,1,1,1,151199
28,1,42,1,1,1,1,151121
39,1,36,1,1,1,2,15113X
47,1,32,6,4,4,1,151150
126,1,42,1,1,1,1,151131
103,1,36,6,4,4,1,151131
72,1,36,6,4,4,2,151131
72,1,34,1,1,1,1,151121
62,1,37,1,1,1,1,15113X
68,1,36,1,1,1,1,113021
73,1,36,1,1,1,2,113021
65,1,6,6,1,1,1,151134
24,1,39,1,1,1,2,151121
67,1,51,1,1,1,2,151150
360,1,34,6,4,4,2,151131
59,17,34,8,1,1,1,151150
90,1,48,1,1,1,2,15113X
95,1,6,1,1,1,1,113021
71,1,34,1,1,1,1,113021
75,1,6,1,1,1,2,113021
56,1,6,1,1,1,1,15113X
169,1,27,1,1,1,1,151150
75,1,53,1,1,1,2,151134
51,1,6,6,4,4,1,151150
21,1,37,1,1,1,2,15113X
247,1,36,1,1,1,2,151121
86,1,48,1,1,1,1,151121
128,1,48,1,1,1,1,151131
382,1,4,1,7,5,1,151150
55,1,13,1,1,1,2,113021
202,1,33,1,1,1,1,15113X
130,1,55,1,1,1,1,15113X
186,2,48,1,1,1,1,113021
61,1,32,2,1,1,1,15113X
86,1,34,1,1,1,1,151121
44,1,6,6,1,1,1,113021
402,1,26,1,1,1,1,151150
90,1,37,1,1,1,1,151150
64,1,37,1,1,1,1,113021
108,1,55,1,1,1,1,151131
177,19,51,8,3,4,1,151121
90,1,25,1,5,4,1,15113X
104,1,17,1,1,1,1,151199
82,1,9,1,1,1,1,15113X
66,1,36,1,1,1,2,151199
286,23,6,1,1,1,2,151121
58,1,13,6,4,4,1,113021
78,1,39,1,1,1,1,151150
74,1,26,1,1,1,1,151150
60,16,11,8,1,1,1,172061
74,1,39,1,1,1,1,113021
252,1,6,1,5,5,2,151121
108,1,22,6,4,4,2,151199
15,1,21,1,1,1,1,151150
98,1,22,1,1,1,1,151122
78,1,34,1,1,1,1,113021
73,1,4,2,1,1,1,15113X
62,1,6,1,1,1,1,151134
133,1,48,2,1,1,1,113021
157,1,39,1,1,1,1,151142
220,1,39,1,1,1,2,113021
86,24,48,1,1,1,1,151131
89,1,1,1,1,1,1,151121
82,1,34,6,4,3,1,15113X
87,2,48,1,1,1,1,113021
94,1,6,6,8,4,1,15113X
150,1,36,1,1,1,2,151121
122,1,6,2,1,1,2,151121
59,1,36,1,1,1,1,151142
46,1,48,1,1,1,2,15113X
78,1,49,1,1,1,1,151121
70,1,6,1,1,1,1,15113X
82,1,25,1,1,1,1,15113X
67,1,6,1,1,1,2,151131
239,5,12,1,1,1,1,151121
119,1,49,1,1,1,1,151131
105,1,48,1,1,1,1,151121
76,1,17,6,1,1,1,151121
61,1,6,1,1,1,1,15113X
52,1,17,6,4,4,1,113021
89,1,55,1,1,1,1,151150
198,1,6,6,4,5,1,15113X
70,1,39,1,1,1,2,151121
220,2,6,8,1,1,2,151199
89,1,42,1,1,1,2,151199
96,1,6,6,4,4,1,151150
71,1,47,1,1,1,2,151142
323,1,17,1,1,1,1,113021
111,1,6,6,4,4,1,151142
134,1,4,3,1,1,1,151121
104,1,36,1,1,1,2,151199
94,1,40,1,1,1,1,151150
89,1,36,6,4,4,2,113021
44,1,35,1,1,1,1,113021
68,1,13,2,1,1,1,113021
69,5,36,8,1,1,1,151199
105,1,53,1,4,5,1,151134
92,1,42,1,1,1,2,15113X
74,1,1,1,1,1,2,151134
352,3,12,1,2,2,1,151150
79,1,24,1,1,1,1,151150
81,1,29,1,1,1,1,151121
65,1,48,1,1,1,1,151150
92,1,6,1,1,1,1,15113X
78,1,12,1,1,1,1,151199
91,1,26,1,1,1,2,151131
98,1,4,1,1,1,1,151199
50,1,4,9,4,4,1,151131
69,1,6,1,1,1,1,15113X
164,1,6,1,4,4,1,113021
69,1,48,1,1,1,1,15113X
62,1,34,1,1,1,1,113021
87,1,25,6,4,4,1,15113X
108,1,4,1,7,4,1,113021
79,1,13,1,1,1,2,15113X
80,1,8,1,4,3,2,151199
188,1,29,6,4,5,1,151121
47,1,12,1,1,1,2,151141
82,1,6,1,1,1,1,151141
284,1,21,1,1,1,1,151150
178,1,27,6,4,5,1,151142
238,1,27,6,4,5,1,15113X
55,1,36,1,1,1,2,172061
56,1,12,8,1,1,1,15113X
195,2,41,1,1,1,2,151134
187,1,41,1,1,1,1,151150
103,1,33,1,1,1,1,113021
95,1,42,1,1,1,1,151143
72,1,48,1,1,1,1,151143
62,1,39,1,1,1,1,113021
75,4,12,1,3,4,1,113021
67,1,51,1,1,1,1,15113X
87,1,8,1,1,1,1,151142
144,1,24,1,1,1,1,113021
179,1,37,1,1,1,1,151199
105,1,34,1,1,1,1,113021
114,1,48,6,1,1,2,151134
35,1,17,9,4,5,1,151131
61,1,17,1,1,1,2,151131
103,1,6,1,1,1,2,151143
126,1,34,1,3,5,2,151131
67,1,13,1,1,1,2,151199
187,1,6,6,4,5,1,15113X
140,1,42,1,1,1,1,151150
71,1,16,1,1,1,1,151142
37,1,6,6,4,5,1,15113X
52,1,6,6,4,5,2,151134
149,1,18,1,1,1,1,15113X
79,1,55,1,1,1,1,151131
54,2,41,1,1,1,2,151150
44,1,51,1,1,1,1,15113X
116,3,24,2,2,2,1,15113X
99,1,29,1,1,1,1,15113X
75,1,13,1,1,1,1,172061
61,1,12,1,1,1,1,151143
273,1,20,1,1,1,1,15113X
131,1,6,1,5,5,1,151142
240,1,26,1,5,4,1,151131
95,1,48,1,1,1,1,151131
70,1,48,1,1,1,1,151131
116,19,11,1,3,4,1,113021
43,1,37,1,1,1,1,15113X
244,1,8,9,1,1,2,151134
132,1,42,1,1,1,1,151143
63,1,34,6,4,4,2,151199
68,1,6,1,1,1,1,151134
228,1,4,6,4,5,1,15113X
61,2,6,1,1,1,1,113021
83,1,6,6,4,5,1,15113X
63,1,41,1,1,1,1,151141
69,1,53,1,1,1,2,15113X
86,1,49,1,1,1,2,151199
111,1,49,1,1,1,2,15113X
42,1,6,1,1,1,1,113021
168,1,55,1,1,1,1,15113X
73,1,11,1,1,1,1,151121
205,1,4,1,4,5,1,15113X
92,1,39,1,1,1,2,151142
69,1,24,6,4,4,1,15113X
60,1,11,6,4,4,2,15113X
221,1,37,1,5,5,1,15113X
195,1,13,1,1,1,1,113021
103,1,6,6,4,4,1,15113X
25,1,37,1,1,1,1,15113X
24,1,19,1,1,1,1,151150
93,1,36,1,1,1,2,151131
99,4,35,2,3,4,1,151150
57,1,25,1,1,1,1,15113X
93,1,25,1,1,1,1,151131
135,1,55,1,1,1,1,113021
189,1,6,1,1,1,1,151199
94,1,24,1,1,1,2,151121
81,1,29,1,1,1,2,151134
104,1,6,6,4,5,1,15113X
78,1,51,1,1,1,1,113021
66,1,24,1,1,1,1,113021
60,1,29,1,1,1,1,151150
486,1,17,9,1,1,1,15113X
58,1,36,1,1,1,2,151142
97,1,48,1,1,1,2,151121
74,1,48,1,1,1,1,151150
100,1,34,1,1,1,1,151199
131,1,13,1,1,1,1,151142
116,1,53,1,1,1,1,151131
144,1,21,2,1,1,2,151143
95,1,29,6,4,5,1,151131
62,1,34,1,5,4,1,151131
132,1,17,6,4,5,1,151131
83,1,24,1,1,1,1,151121
89,1,6,1,1,1,2,151121
97,1,4,6,4,4,1,113021
181,1,4,6,1,1,1,113021
66,1,51,1,1,1,1,151150
72,1,24,2,1,1,1,151131
75,1,29,1,1,1,1,15113X
77,1,24,1,1,1,1,151131
121,1,19,1,1,1,1,151199
88,1,48,1,4,5,1,172061
99,1,51,1,1,1,1,15113X
100,1,10,1,1,1,1,15113X
102,1,6,5,4,5,1,15113X
59,1,25,1,1,1,2,151141
25,1,29,1,1,1,1,151199
118,1,40,1,1,1,2,151150
99,1,41,1,1,1,1,151134
119,1,27,1,1,1,2,151111
64,1,32,1,5,5,1,151131
101,1,51,1,1,1,1,113021
90,1,51,1,1,1,1,113021
68,1,36,6,4,5,1,15113X
89,1,24,1,1,1,1,151142
66,1,12,1,1,1,2,151150
88,1,37,1,1,1,2,113021
60,1,12,1,1,1,1,151143
24,1,17,1,1,1,1,151131
28,1,55,1,1,1,2,15113X
76,1,12,1,1,1,1,15113X
55,2,6,8,1,1,1,151121
95,1,25,1,1,1,1,113021
138,1,36,1,1,1,1,151142
92,1,48,6,4,4,2,15113X
111,1,12,6,4,5,1,15113X
93,1,6,1,1,1,1,15113X
68,1,36,1,5,4,1,151143
52,1,36,1,5,4,2,151141
57,2,6,1,1,1,1,151199
188,1,6,2,1,1,2,151131
74,1,6,6,4,5,1,151131
103,1,6,6,4,5,2,15113X
111,1,48,6,4,4,1,15113X
128,1,5,1,1,1,2,151150
66,1,4,1,1,1,1,151143
98,1,51,1,1,1,2,113021
310,1,36,1,1,1,1,151199
74,1,51,1,1,1,1,15113X
96,1,42,1,1,1,2,151121
87,1,19,1,1,1,1,151131
80,1,36,9,7,5,1,15113X
95,1,24,1,1,1,2,151131
254,1,25,1,1,1,1,151142
23,1,6,1,1,1,1,151131
71,4,12,1,1,1,2,151150
67,1,36,6,1,1,1,151121
58,1,17,1,1,1,1,151142
56,1,13,1,1,1,1,151121
95,2,17,1,1,1,2,151131
47,1,48,1,1,1,2,151150
76,1,36,1,1,1,1,151131
141,1,36,6,4,4,1,151150
105,1,25,6,4,5,1,15113X
87,1,37,1,1,1,2,151199
101,1,26,1,1,1,2,151121
102,1,6,1,1,1,1,15113X
74,2,6,1,1,1,1,151131
66,1,6,6,4,5,1,151141
76,1,32,1,1,1,1,15113X
111,1,6,1,1,1,2,151121
63,1,6,1,1,1,2,151131
87,1,39,1,1,1,2,151199
98,1,17,6,4,5,1,151134
38,1,41,9,1,1,2,151134
97,1,24,6,4,5,1,15113X
108,1,31,1,1,1,1,151142
127,2,48,1,1,1,1,151150
28,1,55,1,1,1,1,151141
53,2,6,9,1,1,1,151134
82,2,6,9,1,1,1,151134
78,1,12,1,1,1,1,15113X
296,1,13,1,1,1,1,151150
96,1,36,1,1,1,1,151150
85,2,6,1,1,1,1,151199
43,1,6,1,1,1,2,151150
409,1,45,1,1,1,1,113021
68,1,22,1,1,1,1,151121
54,1,4,1,1,1,1,151142
85,1,9,1,1,1,1,151141
60,1,36,1,1,1,1,113021
116,1,53,6,4,4,1,15113X
108,1,53,1,5,5,1,15113X
98,1,26,1,1,1,1,151199
279,1,24,6,1,1,1,151131
96,1,37,1,1,1,1,15113X
94,1,24,1,1,1,2,151131
101,1,4,2,3,4,2,113021
99,1,24,6,1,1,1,151141
83,1,45,6,4,5,1,113021
86,1,45,6,4,5,2,15113X
136,1,9,1,1,1,1,15113X
69,1,25,1,1,1,1,151142
93,1,51,1,1,1,1,113021
247,1,12,1,1,1,1,113021
91,1,29,1,1,1,2,151142
92,1,8,1,1,1,2,151150
109,1,51,1,5,5,1,15113X
43,1,48,1,1,1,1,151199
29,1,18,1,1,1,1,151150
99,1,55,1,1,1,1,151122
57,1,55,6,4,4,1,151141
165,1,55,6,4,4,2,151131
62,1,9,1,1,1,1,151131
82,1,36,1,1,1,1,151121
87,1,13,1,1,1,1,151142
75,1,49,1,1,1,2,151134
135,2,6,1,3,5,1,151199
127,1,20,1,1,1,2,151199
44,1,48,1,1,1,2,15113X
65,1,34,1,1,1,1,151141
14,1,16,1,1,1,1,15113X
97,1,48,1,1,1,1,15113X
78,1,12,1,1,1,2,151199
114,1,34,2,1,1,1,151150
66,1,8,1,1,1,1,151150
73,1,17,1,1,1,1,151121
115,1,8,1,1,1,1,15113X
81,1,25,1,1,1,1,151131
68,1,34,6,4,5,1,15113X
73,1,12,1,1,1,1,15113X
30,1,41,1,1,1,1,151142
61,1,48,1,1,1,1,151150
106,1,53,1,5,4,2,151131
79,1,1,1,1,1,2,151150
63,1,17,1,1,1,1,113021
69,1,4,1,1,1,2,151150
299,1,24,1,1,1,2,151134
118,1,46,1,1,1,1,151150
354,1,26,1,1,1,2,113021
161,1,36,1,1,1,1,113021
89,1,6,6,4,4,1,113021
175,1,17,1,1,1,1,151131
166,1,34,6,1,1,2,151134
126,1,26,1,1,1,1,113021
213,1,6,1,1,1,1,151150
92,1,6,6,4,5,1,15113X
105,1,12,1,1,1,1,15113X
80,1,29,1,1,1,2,151199
75,1,45,1,1,1,1,151131
51,1,6,1,1,1,1,151131
55,1,13,1,1,1,1,151121
81,1,39,1,1,1,1,151150
84,1,48,1,1,1,2,15113X
68,1,9,1,1,1,2,113021
70,1,25,1,1,1,1,151122
62,1,16,6,4,5,2,15113X
81,1,12,9,1,1,1,15113X
55,1,12,1,1,1,1,151143
91,1,15,1,1,1,1,15113X
65,1,53,1,1,1,1,15113X
109,1,41,1,1,1,2,151150
217,1,2,1,1,1,1,151199
22,1,53,1,1,1,1,151134
228,1,27,1,1,1,2,151121
60,1,25,1,1,1,2,151134
95,1,9,1,1,1,1,113021
108,1,17,1,1,1,1,113021
50,1,48,1,1,1,1,113021
78,1,48,1,1,1,1,151150
77,1,34,1,1,1,1,151121
