"","PWGTP","SEX","RAC1P","POWSP","HISP","SOCP"
"13044","166","1","8","9","3","151150"
"13045","54","1","1","48","1","15113X"
"13046","82","1","2","34","1","151131"
"13047","120","1","1","20","1","15113X"
"13048","53","1","1","12","1","151150"
"13049","44","2","6","36","1","151131"
"13050","40","1","1","55","1","151143"
"13051","66","2","1","8","1","172070"
"13052","81","1","6","17","1","151199"
"13053","48","1","1","36","1","151121"
"13054","76","1","1","29","1","15113X"
"13055","98","2","1","48","1","151121"
"13056","248","1","1","39","1","151121"
"13057","104","1","1","55","2","151199"
"13058","87","1","1","48","1","15113X"
"13059","51","2","9","6","11","151121"
"13060","53","1","1","6","11","15113X"
"13061","169","2","6","36","1","151131"
"13062","74","2","6","6","1","151199"
"13063","88","2","2","48","1","151199"
"13064","77","1","1","55","1","151199"
"13065","37","2","1","39","1","151134"
"13066","89","1","1","25","1","151150"
"13067","75","1","1","36","1","172070"
"13068","246","1","1","12","1","172070"
"13069","125","1","1","1","1","15113X"
"13070","43","1","1","31","1","151150"
"13071","77","1","1","24","1","15113X"
"13072","59","2","1","27","1","151141"
"13073","60","1","1","6","1","151150"
"13074","29","1","1","20","1","151199"
"13075","142","1","1","8","1","15113X"
"13076","123","1","1","24","1","172070"
"13077","82","1","6","6","1","15113X"
"13078","89","2","6","6","1","15113X"
"13079","63","1","6","17","1","151199"
"13080","130","1","1","36","1","151134"
"13081","29","1","2","51","1","151150"
"13082","144","2","1","26","1","151121"
"13083","92","1","1","12","1","151134"
"13084","110","2","1","12","1","151143"
"13085","136","1","1","36","1","151199"
"13086","71","1","1","37","1","151121"
"13087","144","1","6","36","1","15113X"
"13088","104","1","1","26","1","151150"
"13089","147","1","6","12","1","15113X"
"13090","55","1","1","6","1","15113X"
"13091","66","1","1","6","1","151121"
"13092","35","2","1","34","1","151199"
"13093","34","1","1","42","1","151150"
"13094","89","2","1","36","1","151131"
"13095","74","1","1","6","1","172061"
"13096","106","1","2","26","1","151121"
"13097","81","1","1","12","1","151141"
"13098","123","1","1","12","1","151134"
"13099","83","1","6","47","1","151199"
"13100","364","2","1","25","1","151121"
"13101","181","1","1","6","2","15113X"
"13102","59","1","1","34","1","151199"
"13103","50","1","1","41","1","15113X"
"13104","40","2","1","27","1","15113X"
"13105","33","1","1","4","1","151121"
"13106","39","2","1","55","1","151199"
"13107","62","1","2","13","1","151199"
"13108","112","1","6","6","1","151150"
"13109","102","2","6","6","1","151142"
"13110","91","1","1","42","1","15113X"
"13111","38","1","1","37","1","151150"
"13112","49","2","1","6","1","15113X"
"13113","189","1","1","17","1","151121"
"13114","120","2","1","12","1","151121"
"13115","122","2","6","6","1","15113X"
"13116","30","2","1","12","1","151150"
"13117","102","1","6","17","1","15113X"
"13118","60","1","1","6","1","15113X"
"13119","57","1","1","22","1","15113X"
"13120","62","1","1","48","1","151150"
"13121","60","2","6","6","1","15113X"
"13122","245","1","1","30","1","172070"
"13123","112","1","1","36","1","15113X"
"13124","46","2","1","39","1","151199"
"13125","74","2","1","27","1","151121"
"13126","59","1","1","51","1","151150"
"13127","78","2","1","48","1","15113X"
"13128","151","1","1","12","1","172070"
"13129","220","2","1","39","1","151150"
"13130","106","1","2","51","1","151131"
"13131","58","1","2","13","1","151141"
"13132","107","1","1","36","1","151150"
"13133","60","1","1","51","1","15113X"
"13134","121","1","1","6","1","151131"
"13135","57","1","1","33","2","172070"
"13136","71","1","1","37","1","172070"
"13137","114","2","1","13","1","151150"
"13138","92","2","1","39","1","151131"
"13139","65","1","1","6","2","151150"
"13140","98","1","1","45","1","151199"
"13141","332","1","1","27","1","151131"
"13142","159","1","1","36","1","151150"
"13143","54","1","6","6","1","151150"
"13144","79","1","1","32","1","15113X"
"13145","126","1","9","53","1","15113X"
"13146","62","1","1","48","2","151150"
"13147","438","2","1","25","1","15113X"
"13148","50","1","6","17","1","151122"
"13149","74","1","1","39","1","15113X"
"13150","94","2","1","29","1","151141"
"13151","249","1","1","1","1","15113X"
"13152","31","1","1","37","1","151199"
"13153","64","1","1","51","1","151150"
"13154","106","1","1","48","1","151150"
"13155","74","1","1","24","3","172070"
"13156","70","1","1","13","1","151121"
"13157","76","1","1","6","1","15113X"
"13158","74","1","1","24","1","15113X"
"13159","63","1","1","24","1","151121"
"13160","37","1","1","11","1","151199"
"13161","65","1","1","47","1","172070"
"13162","123","1","1","31","1","151142"
"13163","81","1","1","39","1","151150"
"13164","54","1","1","54","1","151150"
"13165","50","1","2","10","1","151121"
"13166","192","1","2","24","1","15113X"
"13167","107","1","2","51","1","151199"
"13168","56","1","1","48","1","151199"
"13169","122","1","1","21","1","151131"
"13170","70","1","6","36","1","15113X"
"13171","169","1","1","55","1","15113X"
"13172","104","2","1","37","1","151150"
"13173","89","1","1","33","1","151134"
"13174","53","1","1","39","1","151131"
"13175","71","1","1","25","1","151199"
"13176","55","1","8","27","16","151150"
"13177","70","1","1","4","1","151122"
"13178","60","1","6","6","1","15113X"
"13179","78","1","9","15","1","151150"
"13180","89","2","6","11","1","15113X"
"13181","106","1","1","9","1","15113X"
"13182","76","2","1","34","1","151141"
"13183","50","2","1","36","1","151141"
"13184","53","1","1","48","1","172070"
"13185","59","1","6","48","1","15113X"
"13186","48","1","6","48","1","151143"
"13187","109","1","1","48","1","15113X"
"13188","174","1","1","39","1","151131"
"13189","51","1","1","17","1","151121"
"13190","187","1","2","27","1","15113X"
"13191","129","2","2","27","1","151199"
"13192","83","1","1","34","16","15113X"
"13193","59","1","2","11","1","151150"
"13194","93","1","1","53","1","15113X"
"13195","12","1","1","48","1","151131"
"13196","65","1","6","6","1","15113X"
"13197","74","1","1","37","1","151134"
"13198","162","1","1","27","1","151199"
"13199","35","1","1","18","1","151131"
"13200","70","1","1","29","1","172070"
"13201","107","1","1","24","1","15113X"
"13202","53","1","1","36","1","151150"
"13203","131","1","2","24","1","151121"
"13204","83","1","1","11","15","151134"
"13205","89","1","1","13","1","151150"
"13206","62","1","1","36","1","151142"
"13207","87","2","1","48","1","151150"
"13208","86","2","9","51","1","15113X"
"13209","92","1","1","48","1","151199"
"13210","138","2","1","53","1","151142"
"13211","44","1","6","48","1","151121"
"13212","40","2","6","11","1","151121"
"13213","51","1","1","32","4","151150"
"13214","154","2","2","26","1","151141"
"13215","90","1","6","17","1","151134"
"13216","111","1","1","34","1","151199"
"13217","83","1","1","48","1","151150"
"13218","74","1","1","51","1","151199"
"13219","76","1","1","12","1","15113X"
"13220","44","1","1","42","1","151131"
"13221","83","1","1","36","1","151131"
"13222","42","1","1","51","1","15113X"
"13223","124","2","1","4","1","15113X"
"13224","59","1","1","37","1","151131"
"13225","49","1","1","17","1","151142"
"13226","142","1","2","48","1","172061"
"13227","46","2","1","13","1","151199"
"13228","51","1","1","24","2","151150"
"13229","124","1","1","39","1","15113X"
"13230","126","1","6","51","1","151150"
"13231","86","1","1","24","1","172070"
"13232","120","1","1","51","1","151131"
"13233","85","1","1","36","1","15113X"
"13234","97","1","1","6","1","151134"
"13235","148","2","1","53","1","151121"
"13236","20","2","6","42","1","15113X"
"13237","114","1","1","42","1","172070"
"13238","202","1","1","9","1","151150"
"13239","29","1","6","34","1","151131"
"13240","126","1","1","51","1","151142"
"13241","118","1","1","47","1","151131"
"13242","196","1","1","8","1","151131"
"13243","193","2","1","48","1","151121"
"13244","43","1","1","48","1","15113X"
"13245","124","1","1","29","1","151121"
"13246","27","1","1","42","1","151134"
"13247","72","2","6","51","1","15113X"
"13248","145","2","6","51","1","15113X"
"13249","185","1","2","24","1","151143"
"13250","33","1","1","6","1","15113X"
"13251","76","1","1","6","1","15113X"
"13252","39","1","1","6","1","15113X"
"13253","40","1","1","6","1","15113X"
"13254","86","2","2","24","1","151141"
"13255","112","1","6","36","1","15113X"
"13256","152","1","1","42","1","151121"
"13257","102","1","1","4","1","172070"
"13258","89","1","6","36","1","151121"
"13259","32","1","2","51","1","151199"
"13260","68","1","1","48","2","172070"
"13261","62","1","1","32","1","151199"
"13262","59","2","1","6","1","15113X"
"13263","54","1","6","12","1","151131"
"13264","67","1","6","6","1","15113X"
"13265","234","1","1","6","1","151150"
"13266","45","2","1","42","1","151131"
"13267","116","1","1","48","1","151142"
"13268","199","1","2","31","1","172070"
"13269","57","1","1","9","1","151199"
"13270","252","1","6","39","1","15113X"
"13271","74","1","2","48","1","151121"
"13272","129","1","1","6","9","151131"
"13273","98","1","1","6","1","172061"
"13274","38","2","1","24","1","15113X"
"13275","22","1","1","33","1","151131"
"13276","116","2","1","36","1","151134"
"13277","52","2","6","36","1","15113X"
"13278","81","1","1","31","1","151150"
"13279","102","1","1","6","2","15113X"
"13280","83","1","1","6","1","15113X"
"13281","122","2","1","51","1","151131"
"13282","146","1","1","42","1","151131"
"13283","66","1","1","27","1","151121"
"13284","51","1","1","34","1","151141"
"13285","71","2","1","36","3","151121"
"13286","82","1","8","6","2","151150"
"13287","79","2","2","13","5","151121"
"13288","62","1","9","13","1","15113X"
"13289","70","1","6","6","1","151199"
"13290","16","1","1","1","1","151142"
"13291","73","1","1","36","1","151142"
"13292","52","1","2","37","1","151131"
"13293","77","1","2","31","1","151150"
"13294","81","2","1","18","1","151150"
"13295","34","1","1","28","1","151142"
"13296","72","2","2","36","1","151142"
"13297","92","1","1","36","1","151131"
"13298","112","1","1","39","1","151142"
"13299","62","1","1","6","1","151141"
"13300","64","1","8","6","1","15113X"
"13301","77","1","6","6","1","15113X"
"13302","60","1","1","17","1","15113X"
"13303","93","1","6","48","1","151122"
"13304","81","1","2","48","1","15113X"
"13305","113","2","1","36","1","151131"
"13306","57","1","1","12","1","15113X"
"13307","102","1","6","49","1","151131"
"13308","120","2","1","25","1","15113X"
"13309","107","1","1","55","1","151131"
"13310","109","2","1","31","1","151199"
"13311","150","1","1","39","1","15113X"
"13312","134","1","1","26","1","151143"
"13313","41","1","1","48","1","15113X"
"13314","241","1","2","13","1","151150"
"13315","17","2","1","42","1","151141"
"13316","197","1","1","48","1","151142"
"13317","32","1","1","6","1","15113X"
"13318","51","1","6","6","1","151121"
"13319","210","1","1","26","1","151199"
"13320","56","1","1","55","1","151150"
"13321","70","1","1","34","1","151142"
"13322","130","1","1","48","1","15113X"
"13323","115","1","1","48","1","151121"
"13324","120","2","1","25","1","15113X"
"13325","110","1","1","25","1","172070"
"13326","178","1","1","12","1","172070"
"13327","99","2","1","23","1","15113X"
"13328","139","1","1","6","1","172070"
"13329","36","1","1","37","1","151131"
"13330","40","2","1","37","1","151131"
"13331","108","1","1","48","1","151121"
"13332","41","1","1","13","1","151199"
"13333","154","1","1","55","1","151121"
"13334","113","1","1","39","1","15113X"
"13335","108","1","1","53","1","15113X"
"13336","158","1","1","34","1","151131"
"13337","57","1","1","47","1","151150"
"13338","54","1","1","23","1","151131"
"13339","13","2","1","8","1","151121"
"13340","101","2","1","54","1","151131"
"13341","56","1","1","9","1","151121"
"13342","67","1","1","12","1","151199"
"13343","64","1","1","37","1","151143"
"13344","109","1","1","51","1","151199"
"13345","85","1","1","32","1","151150"
"13346","56","2","1","6","1","151199"
"13347","77","1","1","42","1","15113X"
"13348","108","1","2","26","1","15113X"
"13349","54","1","6","18","1","151111"
"13350","50","1","1","12","3","15113X"
"13351","143","2","7","17","1","151199"
"13352","88","1","1","12","1","15113X"
"13353","137","2","1","48","2","151150"
"13354","15","1","1","17","1","151131"
"13355","154","1","6","12","1","151150"
"13356","113","1","6","6","1","151131"
"13357","162","1","1","36","1","15113X"
"13358","79","1","1","25","1","15113X"
"13359","92","1","1","25","1","15113X"
"13360","68","1","1","29","1","151199"
"13361","96","1","1","26","1","15113X"
"13362","64","1","6","4","1","151143"
"13363","82","1","1","12","1","151134"
"13364","38","1","1","49","1","172070"
"13365","51","1","1","17","1","151134"
"13366","66","1","1","36","1","151199"
"13367","121","1","6","13","1","15113X"
"13368","173","1","6","9","1","15113X"
"13369","62","1","1","6","1","15113X"
"13370","103","1","1","6","1","151150"
"13371","120","1","6","6","1","15113X"
"13372","107","2","6","6","1","15113X"
"13373","94","1","1","12","1","151142"
"13374","68","1","9","51","14","151142"
"13375","129","1","6","6","1","15113X"
"13376","167","1","1","48","1","15113X"
"13377","84","1","1","51","1","15113X"
"13378","116","1","1","26","1","151199"
"13379","89","1","1","6","1","15113X"
"13380","110","1","1","53","1","15113X"
"13381","59","1","1","4","1","151131"
"13382","66","1","1","6","1","15113X"
"13383","118","1","1","34","1","151131"
"13384","125","1","1","6","1","151131"
"13385","120","1","1","37","1","151134"
"13386","135","1","1","25","1","151150"
"13387","357","1","6","6","1","15113X"
"13388","74","1","1","40","1","172070"
"13389","76","1","1","53","1","15113X"
"13390","106","1","1","13","1","151121"
"13391","120","2","6","25","1","151131"
"13392","98","1","6","25","1","15113X"
"13393","79","1","1","53","1","15113X"
"13394","154","1","6","6","1","15113X"
"13395","103","1","1","48","2","151142"
"13396","77","1","1","17","1","151199"
"13397","85","2","1","17","1","151131"
"13398","69","1","1","6","1","15113X"
"13399","88","1","1","36","1","172070"
"13400","103","1","1","39","1","15113X"
"13401","234","1","6","48","1","151143"
"13402","46","1","6","11","1","15113X"
"13403","92","1","1","6","2","151142"
"13404","99","1","1","42","1","151121"
"13405","170","1","1","6","1","15113X"
"13406","89","2","1","9","1","151199"
"13407","113","1","1","24","1","15113X"
"13408","264","1","1","36","1","151134"
"13409","106","1","1","25","1","151131"
"13410","9","2","1","48","1","151150"
"13411","129","1","6","9","1","151150"
"13412","120","2","2","48","1","151199"
"13413","95","1","1","42","1","151142"
"13414","76","1","1","6","1","172061"
"13415","126","1","1","17","1","15113X"
"13416","187","1","2","37","1","151143"
"13417","76","1","1","22","1","151150"
"13418","325","1","6","6","1","151121"
"13419","87","1","1","26","1","151134"
"13420","56","1","1","48","1","151142"
"13421","83","2","1","13","1","151121"
"13422","86","1","1","4","1","151134"
"13423","61","1","1","6","1","15113X"
"13424","75","1","1","37","1","151121"
"13425","57","1","1","51","1","151150"
"13426","44","2","1","27","1","15113X"
"13427","106","1","6","48","1","151141"
"13428","152","2","1","51","1","151131"
